secret,question,ig
bed,Guesser said: What material is the object made of?,7.03788569040853e-05
bed,Guesser said: How is the object typically used in everyday life?,3.699176193450171e-05
bed,Guesser said: What is the typical size of the object?,0.003917768528847176
bed,Guesser said: I'm going to take a guess that the object is a bed.?,0.0032622016250201114
bedding,Guesser said: What is the general shape of the object?,0.002319740327580533
bedding,Guesser said: What is the object used for?,3.699176193450171e-05
bedding,Guesser said: What material is the object made of?,3.699176193450171e-05
bedding,Guesser said: I am going to take a guess that the object is a bed sheet.?,0.0032622016250201114
bedpan,Guesser said: What does the object look like?,0.000200052537504547
bedpan,Guesser said: What is the object used for?,0.00349100427833271
bedpan,Guesser said: What is the material the object is made of?,0.003680802840943187
bedpan,Guesser said: I am going to take a guess that the object is a toilet.?,0.006039313133914703
bedpan,Guesser said: What is the size of the object?,0.002554666483717938
bedpan,Guesser said: How does the object relate to other objects?,0.00349100427833271
bedpan,Guesser said: I am going to take a guess that the object is a bedpan.?,0.0032622016250201114
bedpost,Guesser said: What is the general size of the object you are thinking of?,0.00010561710000800417
bedpost,Guesser said: What is the purpose or function of the object you are thinking of?,0.0011040689247501234
bedpost,Guesser said: What material is the object made of?,0.011257247851879981
bedpost,Guesser said: How is the object typically used in relation to the piece of furniture it supports?,3.699176193450171e-05
bedpost,Guesser said: What shape is the object?,0.001153006063649542
bedpost,Guesser said: I am going to guess that the object you are thinking of is a bedpost. ?,5.296363719153874e-05
bell,Guesser said: What is the general shape of the object that you are thinking of?,0.00010240538994210624
bell,Guesser said: What is the object used for?,0.0009490343951625846
bell,Guesser said: What is the size of the object?,0.00349100427833271
bell,Guesser said: How does one use the object to make a sound?,0.00349100427833271
bell,Guesser said: What is the material the object is made of?,0.009511742638562026
bell,Guesser said: I think the object is a bell.?,0.0032622016250201114
bench,Guesser said: What does the object look like?,0.00010561710000800417
bench,Guesser said: What is the object used for?,7.03788569040853e-05
bench,Guesser said: What material is the object made of?,7.03788569040853e-05
bench,Guesser said: How is the object used in a typical day?,7.03788569040853e-05
bench,Guesser said: What is the object's environment like?,0.00010561710000800417
bench,Guesser said: What does the object's surface look like?,8.128304134302766e-05
bench,Guesser said: I'm going to take a guess that the object is a bench.?,0.0032622016250201114
beret,Guesser said: What does the object look like?,3.699176193450171e-05
beret,Guesser said: How is the object used?,0.006458623530495089
beret,Guesser said: What material is the object made of?,3.699176193450171e-05
beret,Guesser said: I'm going to take a guess that the object is a hat.?,0.0032622016250201114
beret,Guesser said: I'm glad I was able to guess the object. Can we play again?,0.006039313133914703
beret,Guesser said: Why not?,3.699176193450171e-05
beret,uesser said: What is the purpose of the object?,0.006458623530495089
beret,uesser said: What is the object made of?,3.699176193450171e-05
beret,uesser said: How is the object used in relation to other objects?,0.006458623530495089
beret,esser said: What is the object's shape?,0.0002465588152880116
beret,sser said: I'm going to take a guess that the object is a hat.?,0.0032622016250201114
beret,uesser said: How does the object relate to other objects?,0.0033078279227982677
beret,sser said: What is the object's size?,0.00010561710000800417
beret,sser said: I'm going to take a guess that the object is a hat.?,0.0032622016250201114
beret,er said: What is the object's texture?,0.003882841856938768
beret,er said: What is the object's purpose?,0.006458623530495089
beret,said: I'm going to take a guess that the object is a hat.?,0.0032622016250201114
beret,aid: How does the object interact with the environment?,0.0033078279227982677
beret,esser said: What is the object's color?,0.004308095788575272
beret,esser said: How does the object relate to other objects when it is being worn?,0.006458623530495089
beret,ser said: I'm going to take a guess that the object is a hat.?,0.0032622016250201114
beret,ser said: What is the object's pattern?,0.00010561710000800417
beret,r said: I'm going to take a guess that the object is a hat.?,0.0032622016250201114
beret,aid: What is the object's smell?,0.006039313133914703
beret,said: How is the object used?,3.699176193450171e-05
beret,ser said: What is the object's shape when it is not being worn?,0.0003777416597863237
beret,ser said: I'm going to take a guess that the object is a hat.?,0.0032622016250201114
beret,r said: What is the object's size when it is not being worn?,0.00010561710000800417
beret,esser said: How is the object used in relation to other objects when it is being worn?,0.006458623530495089
beret,ser said: I'm going to take a guess that the object is a hat.?,0.0032622016250201114
beret,er said: What is the object's history?,3.699176193450171e-05
beret,er said: How does the object relate to other objects in its environment?,0.006458623530495089
beret,said: I'm going to take a guess that the object is a hat.?,0.0032622016250201114
beret,er said: What is the object's cultural significance?,3.699176193450171e-05
beret,er said: What is the object's functional significance?,0.006458623530495089
beret,said: I'm going to take a guess that the object is a hat.?,0.0032622016250201114
beret,said: What is the object's relation to other objects in its environment when it is being worn?,3.699176193450171e-05
beret,said: I'm going to take a guess that the object is a hat.?,0.0032622016250201114
beret,sser said: How is the object used in relation to other objects?,0.006458623530495089
beret,r said: What is the object's shape when it is being worn?,0.00010561710000800417
beret,sser said: How is the object used in relation to other objects when it is being worn?,3.699176193450171e-05
beret,er said: What is the object's size when it is being worn?,0.00010561710000800417
beret,aid: I'm going to take a guess that the object is a hat.?,0.0032622016250201114
beret,r said: What is the object's shape?,0.0002465588152880116
beret,ser said: How is the object used?,3.699176193450171e-05
beret,said: What is the object's material composition?,3.699176193450171e-05
beret,r said: I'm going to take a guess that the object is a hat.?,0.0032622016250201114
beret,r said: What is the object's significance in different cultures?,3.699176193450171e-05
beret,r said: What is the object's relation to other objects in its environment?,0.006458623530495089
beret,r said: What is the object's texture when it is being worn?,3.699176193450171e-05
bib,Guesser said: What is the general size of the object?,0.00349100427833271
bib,Guesser said: What is the primary function of the object?,0.0017007112094677979
bib,Guesser said: What material is the object made of?,3.699176193450171e-05
bib,Guesser said: How is the object typically used?,3.699176193450171e-05
bib,Guesser said: What is the shape of the object?,3.699176193450171e-05
bib,Guesser said: I'm going to take a guess that the object is a napkin.?,0.006039313133914703
bib,Guesser said: How does the object stay in place while it is being used?,0.00349100427833271
bib,Guesser said: What is the texture of the object?,3.699176193450171e-05
bib,Guesser said: I'm going to take a guess that the object is a bib.?,0.0032622016250201114
