secret,question,ig
bedpan,Guesser said: What does the object look like?,0.003896555021121628
bedpan,Guesser said: What is the object used for?,0.0014437006177416833
bedpan,Guesser said: What is the material the object is made of?,0.03441684742652029
bedpan,Guesser said: I am going to take a guess that the object is a toilet.?,0.005494798072874119
bedpan,Guesser said: What is the size of the object?,0.0039818862995524285
bedpan,Guesser said: How does the object relate to other objects?,0.0022263113514782162
bedpan,Guesser said: I am going to take a guess that the object is a bedpan.?,0.007656594399790606
bedpost,Guesser said: What is the general size of the object you are thinking of?,0.0002465588152880116
bedpost,Guesser said: What is the purpose or function of the object you are thinking of?,0.001288763418930472
bedpost,Guesser said: What material is the object made of?,0.03706914603928624
bedpost,Guesser said: How is the object typically used in relation to the piece of furniture it supports?,0.0003532482975820983
bedpost,Guesser said: What shape is the object?,0.0098683603805938
bedpost,Guesser said: I am going to guess that the object you are thinking of is a bedpost. ?,5.296363719153874e-05
bell,Guesser said: What is the general shape of the object that you are thinking of?,0.001072738442267962
bell,Guesser said: What is the object used for?,0.02081988270540336
bell,Guesser said: What is the size of the object?,0.0027415740687501966
bell,Guesser said: How does one use the object to make a sound?,0.0015410591508562277
bell,Guesser said: What is the material the object is made of?,0.07099210568909342
bell,Guesser said: I think the object is a bell.?,0.007656594399790606
bench,Guesser said: What does the object look like?,0.0002581095699945024
bench,Guesser said: What is the object used for?,0.00832537644561171
bench,Guesser said: What material is the object made of?,0.020830393894431865
bench,Guesser said: How is the object used in a typical day?,0.0077871508211586615
bench,Guesser said: What is the object's environment like?,0.011469636669513505
bench,Guesser said: What does the object's surface look like?,0.014821616984200148
bench,Guesser said: I'm going to take a guess that the object is a bench.?,0.007656594399790606
beret,Guesser said: What does the object look like?,0.009774583288965744
beret,Guesser said: How is the object used?,0.012890775316460434
beret,Guesser said: What material is the object made of?,0.01957055321153689
beret,Guesser said: I'm going to take a guess that the object is a hat.?,0.004218940068735577
beret,Guesser said: I'm glad I was able to guess the object. Can we play again?,0.005494798072874119
beret,Guesser said: Why not?,0.0013609328816492905
beret,uesser said: What is the purpose of the object?,0.012890775316460434
beret,uesser said: What is the object made of?,0.01957055321153689
beret,uesser said: How is the object used in relation to other objects?,0.01269889255274137
beret,esser said: What is the object's shape?,0.015369856166589813
beret,sser said: I'm going to take a guess that the object is a hat.?,0.004218940068735577
beret,uesser said: How does the object relate to other objects?,0.010924692162031846
beret,sser said: What is the object's size?,0.008759485379503218
beret,sser said: I'm going to take a guess that the object is a hat.?,0.004218940068735577
beret,er said: What is the object's texture?,0.020651726894609368
beret,er said: What is the object's purpose?,0.012890775316460434
beret,said: I'm going to take a guess that the object is a hat.?,0.004218940068735577
beret,aid: How does the object interact with the environment?,0.000811541999823362
beret,esser said: What is the object's color?,0.01759016520154333
beret,esser said: How does the object relate to other objects when it is being worn?,0.013364966400406075
beret,ser said: I'm going to take a guess that the object is a hat.?,0.004218940068735577
beret,ser said: What is the object's pattern?,0.0045524235073450825
beret,r said: I'm going to take a guess that the object is a hat.?,0.004218940068735577
beret,aid: What is the object's smell?,0.005494798072874119
beret,said: How is the object used?,0.0012751962898569502
beret,ser said: What is the object's shape when it is not being worn?,0.010896614442710728
beret,ser said: I'm going to take a guess that the object is a hat.?,0.004218940068735577
beret,r said: What is the object's size when it is not being worn?,0.0015956947578317227
beret,esser said: How is the object used in relation to other objects when it is being worn?,0.013213010960534177
beret,ser said: I'm going to take a guess that the object is a hat.?,0.004218940068735577
beret,er said: What is the object's history?,0.0001018926195399672
beret,er said: How does the object relate to other objects in its environment?,0.0019236046618900104
beret,said: I'm going to take a guess that the object is a hat.?,0.004218940068735577
beret,er said: What is the object's cultural significance?,0.00017526382998767076
beret,er said: What is the object's functional significance?,0.00131128595407759
beret,said: I'm going to take a guess that the object is a hat.?,0.004218940068735577
beret,said: What is the object's relation to other objects in its environment when it is being worn?,0.01176706586332088
beret,said: I'm going to take a guess that the object is a hat.?,0.004218940068735577
beret,sser said: How is the object used in relation to other objects?,0.01269889255274137
beret,r said: What is the object's shape when it is being worn?,0.0004857921994485537
beret,sser said: How is the object used in relation to other objects when it is being worn?,0.01176706586332088
beret,er said: What is the object's size when it is being worn?,0.00010561710000800417
beret,aid: I'm going to take a guess that the object is a hat.?,0.004218940068735577
beret,r said: What is the object's shape?,0.015369856166589813
beret,ser said: How is the object used?,0.012775455556081283
beret,said: What is the object's material composition?,0.013494635658918952
beret,r said: I'm going to take a guess that the object is a hat.?,0.004218940068735577
beret,r said: What is the object's significance in different cultures?,3.699176193450171e-05
beret,r said: What is the object's relation to other objects in its environment?,0.0019236046618900104
beret,r said: What is the object's texture when it is being worn?,0.00028669468093411865
bib,Guesser said: What is the general size of the object?,0.0015902482402090357
bib,Guesser said: What is the primary function of the object?,0.008379714758763868
bib,Guesser said: What material is the object made of?,0.01957055321153689
bib,Guesser said: How is the object typically used?,0.001299671080371212
bib,Guesser said: What is the shape of the object?,0.0069771454177889325
bib,Guesser said: I'm going to take a guess that the object is a napkin.?,0.005494798072874119
bib,Guesser said: How does the object stay in place while it is being used?,0.005320627276862666
bib,Guesser said: What is the texture of the object?,0.005601618626894123
bib,Guesser said: I'm going to take a guess that the object is a bib.?,0.007656594399790606
