secret,turn_index,question,label
dishrag,9,Is the object used to cut food?,Closed
dishrag,10,Is the object used to grind or crush food?,Closed
dishrag,11,Is the object used to mix food?,Closed
dishrag,12,Is the object a type of food or ingredient?,Closed
dishrag,13,Is the object used to serve food?,Closed
dishrag,14,Is the object a type of appliance?,Closed
dishrag,15,Is the object made of plastic?,Closed
dishrag,16,Is the object made of metal?,Closed
dishrag,17,Is the object made of wood?,Closed
dishrag,18,Is the object made of ceramic?,Closed
dishrag,19,Is the object made of glass?,Closed
dishrag,20,Is the object made of fabric?,Closed
dishrag,21,Is the object a type of cloth used to clean up spills or wipe hands?,Closed
dishrag,22,Is the object a towel?,Closed
dishrag,23,Is the object a napkin?,Closed
dishrag,24,Is the object a dishcloth?,Closed
dishrag,25,Is the object a dish towel?,Closed
dishrag,26,Is the object a sponge?,Closed
dishrag,27,Is the object a dishrag?,Closed
dishtowel,1,Is the object you are thinking of something that can be held in one's hand?,Closed
dishtowel,2,Is the object man-made?,Closed
dishtowel,3,Is the object used for a specific purpose or function?,Closed
dishtowel,4,Does the object require batteries or electricity to function?,Closed
dishtowel,5,Is the object commonly found in most households?,Closed
dishtowel,6,Is the object related to food or drink in any way?,Closed
dishtowel,7,Is the object used to prepare or consume food or drink?,Closed
dishtowel,8,Is the object a type of utensil?,Closed
dishtowel,9,Is the object made primarily of plastic?,Closed
dishtowel,10,Is the object made primarily of ceramic material?,Closed
dishtowel,11,Is the object made primarily of metal?,Closed
dishtowel,12,Is the object a type of container?,Closed
dishtowel,13,Is the object used to manipulate or handle food in some way?,Closed
dishtowel,14,Is the object used to squeeze or press something?,Closed
dishtowel,15,Is the object used to cut or chop something?,Closed
dishtowel,16,Is the object used to stir or mix something?,Closed
dishtowel,17,Is the object used to flip or turn something?,Closed
dishtowel,18,Is the object used to grasp or grip something?,Closed
dishtowel,19,Is the object a spoon?,Closed
dishtowel,20,Is the object a pair of tongs?,Closed
dishtowel,21,Is the object a pair of chopsticks?,Closed
dishtowel,22,Is the object a fork?,Closed
dishtowel,23,Is the object a garlic press?,Closed
dishtowel,24,Is the object an egg beater?,Closed
dishtowel,25,Is the object a whisk?,Closed
dishtowel,26,Is the object a spatula?,Closed
dishtowel,27,Is the object a peeler?,Closed
dishtowel,28,Is the object a grater?,Closed
dishtowel,29,Is the object a masher?,Closed
dishtowel,30,Is the object a can opener?,Closed
dishtowel,31,Is the object a bottle opener?,Closed
dishtowel,32,Is the object a corkscrew?,Closed
dishtowel,33,Is the object a meat tenderizer?,Closed
dishtowel,34,Is the object a pastry brush?,Closed
dishtowel,35,Is the object a rolling pin?,Closed
dishtowel,36,Is the object a food mill?,Closed
dishtowel,37,Is the object a ricer?,Closed
dishtowel,38,Is the object a potato ricer?,Closed
dishtowel,39,Is the object a lemon squeezer?,Closed
dishtowel,40,Is the object a melon baller?,Closed
dishtowel,41,Is the object a corer?,Closed
dishtowel,42,Is the object a zester?,Closed
dishtowel,43,Is the object a food chopper?,Closed
dishtowel,44,Is the object an apple corer?,Closed
dishtowel,45,Is the object a mango slicer?,Closed
dishtowel,46,Is the object a pineapple corer?,Closed
dishtowel,47,Is the object a kiwi slicer?,Closed
dishtowel,48,Is the object a strawberry huller?,Closed
dishtowel,49,Is the object a cherry pitter?,Closed
dishtowel,50,Is the object an olive pitter?,Closed
doll,1,Is the object you are thinking of something that can be held in your hand?,Closed
doll,2,Is the object man-made?,Closed
doll,3,Does the object have buttons or controls?,Closed
doll,4,Is the object used for entertainment?,Closed
doll,5,Is the object a game controller?,Closed
doll,6,Does the object have a screen?,Closed
doll,7,Is the object a music player?,Closed
doll,8,Is the object used primarily with a TV?,Closed
doll,9,Is the object a toy?,Closed
doll,10,Is the object a stuffed animal?,Closed
doll,11,Does the object make sounds or play music?,Closed
doll,12,Is the object a puzzle toy?,Closed
doll,13,Is the object a building toy?,Closed
doll,14,Is the object a doll?,Closed
doorjamb,1,What size is the object that you are thinking of?,Open
doorjamb,2,Is the object you are thinking of man made?,Closed
doorjamb,3,Is the object you are thinking of used for decoration?,Closed
doorjamb,4,Is the object you are thinking of a type of plant?,Closed
doorjamb,5,Is the object you are thinking of made of fabric?,Closed
doorjamb,6,Is the object you are thinking of made of wood?,Closed
doorjamb,7,Is the object you are thinking of a piece of furniture?,Closed
doorjamb,8,What is the object you are thinking of?,Open
doorjamb,9,Is the object you are thinking of something that can be held in your hand when it is not in use?,Closed
doorjamb,10,Is the object you are thinking of a Christmas tree?,Closed
doorjamb,11,Is the object you are thinking of a wooden column?,Closed
doorjamb,12,Is the object you are thinking of a totem pole?,Closed
doorjamb,13,Is the object you are thinking of a flagpole?,Closed
doorjamb,14,Is the object you are thinking of a fence post?,Closed
doorjamb,15,Is the object you are thinking of a utility pole?,Closed
doorjamb,16,Is the object you are thinking of a tree?,Closed
doorjamb,17,Is the object you are thinking of a beam?,Closed
doorjamb,18,Is the object you are thinking of a post?,Closed
doorjamb,19,Is the object you are thinking of a lamppost?,Closed
doorjamb,20,Is the object you are thinking of a sign post?,Closed
doorjamb,21,What is the object you are thinking of?,Open
doorjamb,22,Is the object you are thinking of a doorjamb?,Closed
doorknocker,1,Is the object you are thinking of something that can be held in your hand?,Closed
doorknocker,2,Is the object man-made?,Closed
doorknocker,3,Does the object have buttons or controls?,Closed
doorknocker,4,Is the object used for entertainment?,Closed
doorknocker,5,Is the object related to food or drink in any way?,Closed
doorknocker,6,Is the object used for personal grooming or hygiene?,Closed
doorknocker,7,Is the object made primarily of plastic?,Closed
doorknocker,8,Is the object made primarily of metal?,Closed
doorknocker,9,Is the object a tool?,Closed
doorknocker,10,Is the object used for cutting?,Closed
doorknocker,11,Is the object a hammer?,Closed
doorknocker,12,Is the object a screwdriver?,Closed
doorknocker,13,Is the object a wrench?,Closed
doorknocker,14,Is the object a plier?,Closed
doorknocker,15,Is the object used for fastening?,Closed
doorknocker,16,Is the object used for measuring?,Closed
doorknocker,17,Is the object a level?,Closed
doorknocker,18,Is the object used for digging or excavating?,Closed
doorknocker,19,Is the object used for shaping or molding?,Closed
doorknocker,20,Is the object a file?,Closed
doorknocker,21,Is the object a chisel?,Closed
doorknocker,22,Is the object a punch?,Closed
doorknocker,23,Is the object a metal stamp?,Closed
doorknocker,24,Is the object a metal marker?,Closed
doorknocker,25,Does the object have a distinct or unusual shape?,Closed
doorknocker,26,Is the object commonly found in a toolbox?,Closed
doorknocker,27,Is the object used in a specific trade or profession?,Closed
doorknocker,28,Is the object used in the medical field?,Closed
doorknocker,29,Is the object used in the construction field?,Closed
doorknocker,30,Is the object a trowel?,Closed
doorknocker,31,Is the object a wire?,Closed
doorknocker,32,Does the object have moving parts?,Closed
doorknocker,33,Is the object a saw?,Closed
doorknocker,34,Is the object a drill?,Closed
doorknocker,35,Is the object a grinder?,Closed
doorknocker,36,Is the object a sanding block?,Closed
doorknocker,37,Is the object an axe?,Closed
doorknocker,38,Is the object a roofing nailer?,Closed
doorknocker,39,Is the object a staple gun?,Closed
doorknocker,40,Is the object a rivet gun?,Closed
doorknocker,41,Is the object a caulk gun?,Closed
doorknocker,42,Is the object a glue gun?,Closed
doorknocker,43,Is the object a metal clip or clamp?,Closed
doorknocker,44,Is the object a metal bracket?,Closed
doorknocker,45,Is the object a metal hook?,Closed
doorknocker,46,Is the object a metal hinge?,Closed
doorknocker,47,Is the object a metal latch?,Closed
doorknocker,48,Is the object a metal door handle?,Closed
doorknocker,49,Is the object a metal window handle?,Closed
doorknocker,50,Is the object a pipe wrench?,Closed
doornail,1,Is the object you are thinking of something that can be held in your hand?,Closed
doornail,2,Is the object man-made?,Closed
doornail,3,Does the object have moving parts?,Closed
doornail,4,Is the object used for entertainment?,Closed
doornail,5,Is the object made primarily of plastic?,Closed
doornail,6,Is the object related to food or drink in any way?,Closed
doornail,7,Is the object used for personal grooming or hygiene?,Closed
doornail,8,Is the object made of metal?,Closed
doornail,9,Is the object a tool?,Closed
doornail,10,"Is the object used for a specific task, like cutting or driving?",Closed
doornail,11,Is the object a hammer?,Closed
doornail,12,Is the object a screwdriver?,Closed
doornail,13,Is the object used for cutting?,Closed
doornail,14,Is the object a wrench?,Closed
doornail,15,Is the object a plier?,Closed
doornail,16,Is the object a knife?,Closed
doornail,17,Is the object used for drilling?,Closed
doornail,18,Is the object an axe?,Closed
doornail,19,Is the object a chisel?,Closed
doornail,20,Is the object a saw?,Closed
doornail,21,Is the object a file?,Closed
doornail,22,Is the object a sandpaper?,Closed
doornail,23,Is the object a level?,Closed
doornail,24,Is the object a tape measure?,Closed
doornail,25,Is the object a socket?,Closed
doornail,26,Does the object have a distinct or unusual shape?,Closed
doornail,27,Is the object a hook?,Closed
doornail,28,Is the object a key?,Closed
doornail,29,Is the object a gear?,Closed
doornail,30,Does the object have a long handle?,Closed
doornail,31,Is the object small enough to be stored in a pocket?,Closed
doornail,32,Is the object a paperweight?,Closed
doornail,33,Does the object have a sharp point?,Closed
doornail,34,Is the object an awl?,Closed
doornail,35,Is the object a needle?,Closed
doornail,36,Is the object a nail?,Closed
doornail,37,Is the object made of aluminum?,Closed
doornail,38,Is the object made of iron?,Closed
doornail,39,Is the object a common nail?,Closed
doornail,40,I'm going to guess that the object you are thinking of is a common iron nail.?,Open
doornail,41,Is the object a roofing nail?,Closed
doornail,42,Is the object a finishing nail?,Closed
doornail,43,Is the object a brad nail?,Closed
doornail,44,Is the object a spike?,Closed
doornail,45,I'm going to guess that the object you are thinking of is a common iron spike?,Open
doornail,46,Is the object a railroad spike?,Closed
doornail,47,Is the object a fence spike?,Closed
doornail,48,Is the object a spike used in construction?,Closed
doornail,49,I'm going to guess that the object you are thinking of is a common iron spike used in construction?,Open
doornail,50,Is the object a spike used to hold something in place?,Closed
doorpost,1,Is the object you are thinking of something that can be held in your hand?,Closed
doorpost,2,Is the object you are thinking of man-made?,Closed
doorpost,3,Does the object have moving parts?,Closed
doorpost,4,Is the object something that can be used for transportation?,Closed
doorpost,5,Does the object require a power source to function?,Closed
doorpost,6,Is the object commonly found in most households?,Closed
doorpost,7,Is the object used for a specific task or function?,Closed
doorpost,8,Is the object used for food or drink preparation?,Closed
doorpost,9,Is the object used for cleaning or hygiene?,Closed
doorpost,10,Does the object make a distinct sound when it is used?,Closed
doorpost,11,Is the object typically stored in a closet or on a shelf when not in use?,Closed
doorpost,12,Is the object used primarily with the hands?,Closed
doorpost,13,Is the object used for entertainment?,Closed
doorpost,14,Is the object related to a hobby or leisure activity?,Closed
doorpost,15,Is the object used primarily indoors?,Closed
doorpost,16,Is the object used by only one person at a time?,Closed
doorpost,17,Does the object have a distinct or unusual shape?,Closed
doorpost,18,I'm going to take a guess that the object you are thinking of is a ceiling fan.?,Open
doorstep,1,What is the size of the object you are thinking of?,Open
doorstep,2,Is the object you are thinking of man-made?,Closed
doorstep,3,Does the object have a specific function or purpose?,Closed
doorstep,4,Is the object you are thinking of something that can be held in your hand?,Closed
doorstep,5,Is the object you are thinking of related to construction or building in any way?,Closed
doorstep,6,Is the object you are thinking of a type of building material?,Closed
doorstep,7,Does the object you are thinking of serve a structural purpose in a building?,Closed
doorstep,8,Is the object you are thinking of a door?,Closed
doorstep,9,Is the object you are thinking of a window?,Closed
doorstep,10,Does the object you are thinking of provide support to a building?,Closed
doorstep,11,Is the object you are thinking of a beam?,Closed
doorstep,12,Is the object you are thinking of a wall?,Closed
doorstep,13,Is the object you are thinking of a type of foundation?,Closed
doorstep,14,Does the object you are thinking of help to distribute weight in a building?,Closed
doorstep,15,Is the object you are thinking of a floor?,Closed
doorstep,16,Is the object you are thinking of a roof?,Closed
doorstep,17,Is the object you are thinking of a type of structural element that is typically horizontal?,Closed
doorstep,18,Is the object you are thinking of a header?,Closed
doorstep,19,Is the object you are thinking of a type of structural element that spans an opening?,Closed
doorstep,20,Is the object you are thinking of a lintel?,Closed
doorstep,21,Is the object you are thinking of a shelf?,Closed
doorstep,22,Is the object you are thinking of a type of structural element that is typically used to support a load from above?,Closed
doorstep,23,Is the object you are thinking of a joist?,Closed
doorstep,24,Is the object you are thinking of a type of structural element that is typically used in a floor or ceiling?,Closed
doorstep,25,Is the object you are thinking of a rafter?,Closed
doorstep,26,Is the object you are thinking of a type of structural element that is typically used to support a floor or ceiling?,Closed
doorstep,27,Is the object you are thinking of a girder?,Closed
doorstep,28,Is the object you are thinking of something that is commonly found in a basement or crawlspace?,Closed
doorstep,29,Is the object you are thinking of something that is typically installed during the framing stage of construction?,Closed
doorstep,30,Is the object you are thinking of something that is typically made of wood?,Closed
doorstep,31,Is the object you are thinking of a type of wood product that is engineered for strength and stability?,Closed
doorstep,32,Is the object you are thinking of a type of wood that is commonly used for building frames?,Closed
doorstep,33,Is the object you are thinking of something that serves as a nailing surface for finish materials such as drywall or paneling?,Closed
doorstep,34,Is the object you are thinking of a type of wood that is typically used for structural support in a building?,Closed
doorstep,35,Is the object you are thinking of a plank?,Closed
doorstep,36,Is the object you are thinking of a board?,Closed
doorstep,37,Is the object you are thinking of something that is typically used to provide additional support to a building?,Closed
doorstep,38,Is the object you are thinking of a type of bracket?,Closed
doorstep,39,Is the object you are thinking of a type of shim?,Closed
doorstep,40,Is the object you are thinking of something that is used to reinforce a joint or connection in a building?,Closed
doorstep,41,Is the object you are thinking of a type of block?,Closed
doorstep,42,Is the object you are thinking of something that is typically used to support a heavy load or weight?,Closed
doorstep,43,Is the object you are thinking of a type of post?,Closed
doorstep,44,Is the object you are thinking of something that is typically used in a load-bearing capacity?,Closed
doorstep,45,Is the object you are thinking of a type of column?,Closed
doorstep,46,Is the object you are thinking of something that is typically anchored to a foundation or footing?,Closed
doorstep,47,Is the object you are thinking of a footing?,Closed
doorstep,48,Is the object you are thinking of a pier?,Closed
doorstep,49,Is the object you are thinking of something that is typically used to transfer weight from a building to the ground?,Closed
doorstep,50,Is the object you are thinking of a type of foundation element?,Closed
doorstop,1,Is the object you are thinking of something that can be held in your hand?,Closed
doorstop,2,Is the object man made?,Closed
doorstop,3,Does the object have buttons or controls?,Closed
doorstop,4,Is the object used for entertainment?,Closed
doorstop,5,Is the object related to food or drink in any way?,Closed
doorstop,6,Is the object made primarily of plastic?,Closed
doorstop,7,Is the object made primarily of metal?,Closed
doorstop,8,Does the object have a distinct or unusual shape?,Closed
doorstop,9,Is the object a tool?,Closed
doorstop,10,Is the object used for a specific task?,Closed
doorstop,11,My guess is that the object is a hammer.?,Open
doorstop,12,Is the object used for cutting?,Closed
doorstop,13,Is the object used for gripping or twisting something?,Closed
doorstop,14,Is the object used for measuring something?,Closed
doorstop,15,Is the object used for shaping or molding something?,Closed
doorstop,16,Is the object used in the field of construction or carpentry?,Closed
doorstop,17,My guess is that the object is a pipe wrench.?,Open
doorstop,18,Is the object smaller than a shoe box?,Closed
doorstop,19,Does the object have a pointed end?,Closed
doorstop,20,Is the object used for piercing or making holes?,Closed
doorstop,21,My guess is that the object is a nail.?,Open
doorstop,22,Is the object used for marking or writing on surfaces?,Closed
doorstop,23,Is the object used for driving screws?,Closed
doorstop,24,Is the object used for prying something open?,Closed
doorstop,25,Is the object used for tapping or pounding something into place?,Closed
doorstop,26,Is the object used to hold or clamp something in place?,Closed
doorstop,27,My guess is that the object is a C clamp.?,Open
doorstop,28,Is the object used to hold something in place temporarily?,Closed
doorstop,29,My guess is that the object is a vice.?,Open
doorstop,30,Does the object have a spring or elastic component?,Closed
doorstop,31,My guess is that the object is a spring clamp.?,Open
drape,1,Is the object you are thinking of something that can be held in your hand?,Closed
drape,2,Is the object you are thinking of man-made?,Closed
drape,3,Does the object have moving parts?,Closed
drape,4,Is the object something that can be found indoors?,Closed
drape,5,Is the object used for sitting?,Closed
drape,6,Is the object electronic?,Closed
drape,7,Is the object made primarily of fabric?,Closed
drape,8,Is the object a curtain?,Closed
drape,9,What is the object you are thinking of?,Open
drape,10,That is a type of curtain. I was correct that the object was a curtain. I would like to play again. ?,Open
drawers,1,Is the object you are thinking of something that can be held in your hand?,Closed
drawers,2,Is the object you are thinking of man-made?,Closed
drawers,3,Is the object you are thinking of used for transportation?,Closed
drawers,4,Is the object you are thinking of a building?,Closed
drawers,5,Is the object you are thinking of something that can be found indoors?,Closed
drawers,6,Is the object you are thinking of electronic?,Closed
drawers,7,Is the object you are thinking of made of fabric?,Closed
drawers,8,Is the object you are thinking of related to furniture?,Closed
drawers,9,Is the object you are thinking of a chair?,Closed
drawers,10,Is the object you are thinking of a bed?,Closed
drawers,11,Is the object you are thinking of a table?,Closed
drawers,12,Is the object you are thinking of a desk?,Closed
drawers,13,Is the object you are thinking of a couch?,Closed
drawers,14,Is the object you are thinking of a dresser?,Closed
drawers,15,Is the object you are thinking of a bookshelf?,Closed
drawers,16,Is the object you are thinking of a television stand?,Closed
drawers,17,Is the object you are thinking of something that serves a storage function?,Closed
drawers,18,Is the object you are thinking of a closet?,Closed
drawers,19,Is the object you are thinking of a cabinet?,Closed
drawers,20,Is the object you are thinking of a kitchen cabinet?,Closed
drawers,21,Is the object you are thinking of a bathroom cabinet?,Closed
drawers,22,Is the object you are thinking of a linen cabinet?,Closed
drawers,23,Is the object you are thinking of a storage cabinet in a garage or shed?,Closed
drawers,24,Is the object you are thinking of a file cabinet?,Closed
drawers,25,Is the object you are thinking of a curio cabinet?,Closed
drawers,26,Is the object you are thinking of a display cabinet?,Closed
drawers,27,Is the object you are thinking of an armoire?,Closed
drawers,28,Is the object you are thinking of a wardrobe cabinet?,Closed
drawers,29,Is the object you are thinking of a bar cabinet?,Closed
drawers,30,Is the object you are thinking of a china cabinet?,Closed
drawers,31,Is the object you are thinking of a stereo cabinet?,Closed
drawers,32,Is the object you are thinking of a utility cabinet?,Closed
drawers,33,Is the object you are thinking of a medicine cabinet?,Closed
drawers,34,Is the object you are thinking of a gun cabinet?,Closed
drawers,35,Is the object you are thinking of a pantry cabinet?,Closed
drawers,36,Is the object you are thinking of a wall cabinet?,Closed
drawers,37,Is the object you are thinking of a floor-to-ceiling cabinet?,Closed
drawers,38,Is the object you are thinking of a tall cabinet?,Closed
drawers,39,Is the object you are thinking of a short cabinet?,Closed
drawers,40,Is the object you are thinking of a cabinet with drawers?,Closed
dress,1,What is the size of the object you are thinking of?,Open
dress,2,Is the object you are thinking of something that can be held in your hand?,Closed
dress,3,Is the object you are thinking of man-made?,Closed
dress,4,Is the object you are thinking of used for transportation?,Closed
dress,5,Is the object you are thinking of something that serves a functional purpose?,Closed
dress,6,Is the object you are thinking of related to a building or construction?,Closed
dress,7,Is the object you are thinking of electronic?,Closed
dress,8,Is the object you are thinking of made primarily of plastic?,Closed
dress,9,Is the object you are thinking of made primarily of metal?,Closed
dress,10,Is the object you are thinking of related to food or drink in any way?,Closed
dress,11,Is the object you are thinking of something that can be found indoors?,Closed
dress,12,Is the object you are thinking of related to furniture?,Closed
dress,13,Is the object you are thinking of used for recreational or entertainment purposes?,Closed
dress,14,Is the object you are thinking of used for a specific task or function?,Closed
dress,15,Is the object you are thinking of something that can be used by only one person at a time?,Closed
dress,16,Is the object you are thinking of commonly found in most households?,Closed
dress,17,Is the object you are thinking of related to personal hygiene?,Closed
dress,18,Is the object you are thinking of used primarily with the hands?,Closed
dress,19,Is the object you are thinking of a type of container?,Closed
dress,20,Is the object you are thinking of used for a purpose related to health or wellness?,Closed
dress,21,Is the object you are thinking of used primarily for a purpose related to cleaning?,Closed
dress,22,I am going to take a guess that the object you are thinking of is a toilet.?,Open
dress,23,Is the object you are thinking of something that uses water in its operation?,Closed
dress,24,Is the object you are thinking of something that produces sound?,Closed
dress,25,Is the object you are thinking of something that is used primarily in a bedroom?,Closed
dress,26,Is the object you are thinking of something that is used for a purpose related to a pet?,Closed
dress,27,Is the object you are thinking of something that is used for a purpose related to clothing?,Closed
dress,28,Is the object you are thinking of a type of clothing?,Closed
dress,29,I am going to take a guess that the object you are thinking of is a shirt. ?,Open
dresser,1,Is the object you are thinking of something that can be held in your hand?,Closed
dresser,2,Is the object man-made?,Closed
dresser,3,Is the object used for transportation?,Closed
dresser,4,Is the object electronic?,Closed
dresser,5,Is the object made primarily of metal?,Closed
dresser,6,Is the object used for entertainment?,Closed
dresser,7,Is the object commonly found in a kitchen?,Closed
dresser,8,Is the object used for decoration?,Closed
dresser,9,Is the object a type of furniture?,Closed
dresser,10,Is the object a chair?,Closed
dresser,11,Is the object a table?,Closed
dresser,12,Is the object a bed?,Closed
dresser,13,Is the object a desk?,Closed
dresser,14,Is the object a bookshelf?,Closed
dresser,15,Is the object a wardrobe?,Closed
dresser,16,Is the object a dresser?,Closed
drum,1,What is the size of the object you are thinking of?,Open
drum,2,Is the object you are thinking of man-made?,Closed
drum,3,Is the object you are thinking of something that can be held in your hand?,Closed
drum,4,Does the object have moving parts?,Closed
drum,5,Is the object used for a recreational or entertainment purpose?,Closed
drum,6,Is the object a wheel?,Closed
drum,7,Does the object require batteries or an external power source to function?,Closed
drum,8,Is the object commonly used by only one person at a time?,Closed
drum,9,Is the object a yo-yo?,Closed
drum,10,Does the object have a distinct or unusual sound associated with its use?,Closed
drum,11,Is the object a musical instrument?,Closed
drum,12,Is the object a drum?,Closed
drywall,1,Is the object you are thinking of something that can be held in your hand?,Closed
drywall,2,Is the object you are thinking of man-made?,Closed
drywall,3,Does the object have buttons or controls?,Closed
drywall,4,Is the object used for a specific purpose or function?,Closed
drywall,5,Is the object related to food or drink in any way?,Closed
drywall,6,"Is the object used for entertainment, such as a toy or game?",Closed
drywall,7,Is the object made primarily of plastic?,Closed
drywall,8,Is the object made of fabric or textile?,Closed
drywall,9,Does the object have a distinct or unusual shape?,Closed
drywall,10,Is the object commonly found in most households?,Closed
drywall,11,Is the object made of metal?,Closed
drywall,12,Is the object used for personal grooming or hygiene?,Closed
drywall,13,Is the object related to a pet or animal in any way?,Closed
drywall,14,Is the object made of wood?,Closed
drywall,15,Is the object made of paper or cardboard?,Closed
drywall,16,Is the object used for a task related to organization or storage?,Closed
drywall,17,Is the object related to a hobby or craft?,Closed
drywall,18,Is the object electronic?,Closed
drywall,19,Is the object used primarily with the hands?,Closed
drywall,20,Is the object used for a task that involves movement or action?,Closed
drywall,21,Is the object related to a sport or physical activity?,Closed
drywall,22,Is the object used for a purpose that involves touching or feeling something?,Closed
drywall,23,Is the object used to touch or feel a surface?,Closed
drywall,24,Is the object a sponge?,Closed
drywall,25,Is the object a brush?,Closed
drywall,26,Is the object a cloth?,Closed
drywall,27,Is the object a glove?,Closed
drywall,28,Is the object a mitten?,Closed
drywall,29,What is the object used to touch or feel?,Open
drywall,30,"Is the object used to touch or feel a specific type of surface, such as rough or smooth?",Closed
drywall,31,Is the object used to apply pressure to a surface?,Closed
drywall,32,Is the object used to clean a surface?,Closed
drywall,33,Is the object used to prepare or handle food in any way?,Closed
drywall,34,"Is the object used to touch or feel a surface for a sensory purpose, such as to feel texture?",Closed
drywall,35,Is the object used to measure or test something?,Closed
drywall,36,Is the object used to touch or feel a surface in order to create or make something?,Closed
drywall,37,Is the object a tool used for a craft or art project?,Closed
drywall,38,Is the object a pencil?,Closed
drywall,39,Is the object a pen?,Closed
drywall,40,Is the object a crayon?,Closed
drywall,41,Is the object a marker?,Closed
drywall,42,Is the object a paintbrush?,Closed
drywall,43,Is the object used to apply or spread a substance onto a surface?,Closed
drywall,44,Is the object a roller?,Closed
drywall,45,Is the object a spreader?,Closed
drywall,46,Is the object a trowel?,Closed
drywall,47,Is the object a putty knife?,Closed
drywall,48,Is the object used to apply or spread a substance that is used for a creative or artistic purpose?,Closed
drywall,49,Is the object used to apply or spread a substance that is used for a functional or practical purpose?,Closed
drywall,50,Is the object used to apply or spread a substance such as glue or adhesive?,Closed
dumbbell,1,Is the object you are thinking of something that can be held in your hand?,Closed
dumbbell,2,Is the object you are thinking of man-made?,Closed
dumbbell,3,Does the object you are thinking of have buttons or controls?,Closed
dumbbell,4,Is the object you are thinking of used for personal grooming?,Closed
dumbbell,5,Is the object you are thinking of made primarily of plastic?,Closed
dumbbell,6,Is the object you are thinking of made of metal?,Closed
dumbbell,7,Is the object you are thinking of a tool?,Closed
dumbbell,8,Is the object you are thinking of used for cutting?,Closed
dumbbell,9,Is the object you are thinking of a hammer?,Closed
dumbbell,10,Is the object you are thinking of used for tightening or loosening?,Closed
dumbbell,11,Is the object you are thinking of a wrench?,Closed
dumbbell,12,Is the object you are thinking of used for measuring?,Closed
dumbbell,13,Is the object you are thinking of a screwdriver?,Closed
dumbbell,14,Is the object you are thinking of a plier?,Closed
dumbbell,15,Is the object you are thinking of used for digging or excavating?,Closed
dumbbell,16,Is the object you are thinking of a level?,Closed
dumbbell,17,Is the object you are thinking of used for pounding or shaping?,Closed
dumbbell,18,Is the object you are thinking of an anvil?,Closed
dumbbell,19,Is the object you are thinking of a mallet?,Closed
dumbbell,20,Is the object you are thinking of a chisel?,Closed
dumbbell,21,Is the object you are thinking of used for pounding or shaping metal?,Closed
dumbbell,22,Is the object you are thinking of used for pounding or shaping wood?,Closed
dumbbell,23,Is the object you are thinking of used for pounding or shaping stone?,Closed
dumbbell,24,Is the object you are thinking of used for pounding or shaping clay?,Closed
dumbbell,25,Is the object you are thinking of used for pounding or shaping leather?,Closed
dumbbell,26,Is the object you are thinking of a blacksmithing tool?,Closed
dumbbell,27,Is the object you are thinking of used in a specific trade or craft?,Closed
dumbbell,28,Is the object you are thinking of used in the trade or craft of carpentry?,Closed
dumbbell,29,Is the object you are thinking of used in the trade or craft of masonry?,Closed
dumbbell,30,Is the object you are thinking of used in the trade or craft of automotive repair?,Closed
dumbbell,31,Is the object you are thinking of used in the trade or craft of electrical work?,Closed
dumbbell,32,Is the object you are thinking of used in the trade or craft of plumbing?,Closed
dumbbell,33,Is the object you are thinking of used in the trade or craft of roofing?,Closed
dumbbell,34,Is the object you are thinking of used in the trade or craft of locksmithing?,Closed
dumbbell,35,Is the object you are thinking of used in the trade or craft of jewelry making?,Closed
dumbbell,36,"Is the object you are thinking of used in the trade or craft of metalworking, but not blacksmithing?",Closed
dumbbell,37,"Is the object you are thinking of used in the trade or craft of woodworking, but not carpentry?",Closed
dumbbell,38,Is the object you are thinking of used in the trade or craft of shoe making or repair?,Closed
dumbbell,39,Is the object you are thinking of used in the trade or craft of bookbinding?,Closed
dumbbell,40,Is the object you are thinking of used in the trade or craft of weaving or textile production?,Closed
dumbbell,41,Is the object you are thinking of used in the trade or craft of pottery or ceramics?,Closed
dumbbell,42,Is the object you are thinking of used in the trade or craft of glassblowing?,Closed
dumbbell,43,Is the object you are thinking of used in the trade or craft of printing?,Closed
dumbbell,44,Is the object you are thinking of used in the trade or craft of baking?,Closed
dumbbell,45,Is the object you are thinking of used in the trade or craft of cooking?,Closed
dumbbell,46,Is the object you are thinking of used in the trade or craft of butchering or meat processing?,Closed
dumbbell,47,Is the object you are thinking of used in the trade or craft of farming or agriculture?,Closed
dumbbell,48,Is the object you are thinking of used in the trade or craft of fishing?,Closed
dumbbell,49,Is the object you are thinking of used in the trade or craft of hunting?,Closed
dumbbell,50,Is the object you are thinking of used in the trade or craft of taxidermy?,Closed
dustbin,1,What size is the object?,Open
dustbin,2,Is the object man-made?,Closed
dustbin,3,Is the object something that can be held in one's hand?,Closed
dustbin,4,Does the object have moving parts?,Closed
dustbin,5,Is the object electronic?,Closed
dustbin,6,Is the object used for a specific task?,Closed
dustbin,7,Is the object commonly found in a kitchen?,Closed
dustbin,8,Is the object used for food preparation?,Closed
dustbin,9,Is the object used for serving food or drinks?,Closed
dustbin,10,Is the object used for cleaning?,Closed
dustbin,11,I think the object is a sponge.?,Open
dustbin,12,Does the object require manual turning or cranking to function?,Closed
dustbin,13,Is the object disposable?,Closed
dustbin,14,Does the object have a distinct or strong smell?,Closed
dustbin,15,I think the object is a trash bag. ?,Open
duvet,1,Is the object you are thinking of something that can be held in your hand?,Closed
